BioSample_s	Center_Name_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	population_s	Assay_Type_s	AssemblyName_s	BioProject_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	Strain_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMEA1573517	University of Geneva	ERX179648	NA12400.1.M_120209_7 extract	2012-12-05	1886	1274	2012-12-05	ERR204973	ERS185260	GEUV:NA12400	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	Max Planck Institute for Molecular Genetics	ERX179587	HG00117.3.M_120202_6 extract	2013-02-22	2365	1611	2013-02-22	ERR204975	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573170	University of Geneva	ERX179506	NA12872.1.M_120209_3 extract	2012-12-05	2343	1557	2012-12-05	ERR204986	ERS185354	GEUV:NA12872	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573464	University of Geneva	ERX179669	NA19130.1.M_120209_1 extract	2013-02-21	2610	1802	2013-02-21	ERR204987	ERS185275	GEUV:NA19130	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573266	University of Geneva	ERX179697	NA19175.1.M_120209_2 extract	2013-02-21	2466	1692	2013-02-21	ERR204988	ERS185348	GEUV:NA19175	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573338	University of Geneva	ERX179674	NA19150.1.M_120209_7 extract	2013-02-21	2778	1855	2013-02-21	ERR204989	ERS185285	GEUV:NA19150	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573383	University of Geneva	ERX179592	NA18487.1.M_120209_7 extract	2012-12-05	2502	1708	2012-12-05	ERR204991	ERS185377	GEUV:NA18487	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573431	University of Geneva	ERX179662	HG00134.1.M_120209_3 extract	2012-12-05	2291	1526	2012-12-05	ERR205002	ERS185273	GEUV:HG00134	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	Centro Nacional de Análisis Genómico	ERX179683	HG00117.2.M_111216_4 extract	2013-02-22	3763	2644	2013-02-22	ERR205004	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	University of Geneva	ERX179568	HG00117.1.M_120209_1 extract	2013-02-25	4342	2986	2013-02-25	ERR205006	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573115	University of Geneva	ERX179694	NA19146.1.M_120209_8 extract	2013-02-21	2524	1711	2013-02-21	ERR205007	ERS185331	GEUV:NA19146	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573097	University of Geneva	ERX179620	NA12842.1.M_120209_5 extract	2012-12-05	2050	1359	2012-12-05	ERR205010	ERS185389	GEUV:NA12842	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573131	University of Geneva	ERX179613	NA07346.1.M_120209_4 extract	2012-12-05	1734	1163	2012-12-05	ERR205014	ERS185346	GEUV:NA07346	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573144	University of Geneva	ERX179678	HG00325.1.M_120209_3 extract	2012-12-05	1723	1150	2012-12-05	ERR205015	ERS185357	GEUV:HG00325	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573433	University of Geneva	ERX179575	NA12156.1.M_120209_7 extract	2012-12-05	3136	2096	2012-12-05	ERR205022	ERS185353	GEUV:NA12156	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573450	University of Geneva	ERX179628	NA11843.1.M_120209_5 extract	2012-12-05	2385	1593	2012-12-05	ERR205023	ERS185326	GEUV:NA11843	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573452	University of Geneva	ERX179538	HG00109.1.M_120209_4 extract	2012-12-05	2891	1962	2012-12-05	ERR204823	ERS185395	GEUV:HG00109	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573527	Leiden University Medical Center	ERX179639	HG00355.7.M_120219_6 extract	2013-02-22	4168	2945	2013-02-22	ERR204824	ERS185329	GEUV:HG00355	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573527	Uppsala University	ERX179701	HG00355.6.M_120119_1 extract	2013-02-22	4309	2975	2013-02-22	ERR204831	ERS185329	GEUV:HG00355	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573252	University of Geneva	ERX179509	NA12761.1.M_120209_3 extract	2012-12-05	1845	1220	2012-12-05	ERR204839	ERS185347	GEUV:NA12761	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573400	University of Geneva	ERX179645	NA12827.1.M_120209_8 extract	2012-12-05	1680	1136	2012-12-05	ERR204840	ERS185298	GEUV:NA12827	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573520	University of Geneva	ERX179615	NA18873.1.M_120209_6 extract	2012-12-05	2212	1517	2012-12-05	ERR204842	ERS185327	GEUV:NA18873	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573087	University of Geneva	ERX179602	NA20798.1.M_120209_7 extract	2013-02-21	2792	1911	2013-02-21	ERR204844	ERS185388	GEUV:NA20798	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573527	University of Geneva	ERX179692	HG00355.1.M_111124_8 extract	2013-02-23	4405	3225	2013-02-23	ERR204846	ERS185329	GEUV:HG00355	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573308	University of Geneva	ERX179671	NA18912.1.M_120209_5 extract	2012-12-05	2611	1761	2012-12-05	ERR204851	ERS185373	GEUV:NA18912	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573527	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX179655	HG00355.4.M_120208_3 extract	2013-02-22	3712	2611	2013-02-22	ERR204854	ERS185329	GEUV:HG00355	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573151	University of Geneva	ERX179651	HG00338.1.M_120209_3 extract	2012-12-05	1910	1279	2012-12-05	ERR204872	ERS185255	GEUV:HG00338	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573109	University of Geneva	ERX179622	NA19108.1.M_120209_4 extract	2013-02-21	3637	2468	2013-02-21	ERR204878	ERS185359	GEUV:NA19108	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	Uppsala University	ERX179564	HG00117.6.M_120217_1 extract	2013-02-22	3312	2253	2013-02-22	ERR204879	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573496	University of Geneva	ERX179633	NA19247.1.M_120209_2 extract	2013-02-21	2570	1757	2013-02-21	ERR204880	ERS185366	GEUV:NA19247	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573401	University of Geneva	ERX179531	NA12286.1.M_120209_6 extract	2012-12-05	1919	1273	2012-12-05	ERR204883	ERS185390	GEUV:NA12286	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX179677	HG00117.5.M_120131_3 extract	2013-02-23	4424	2986	2013-02-23	ERR204894	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573527	University of Geneva	ERX179597	HG00355.1.M_120209_1 extract	2013-02-22	3837	2628	2013-02-22	ERR204901	ERS185329	GEUV:HG00355	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573114	University of Geneva	ERX179614	NA12043.1.M_120209_6 extract	2012-12-05	2709	1787	2012-12-05	ERR204902	ERS185386	GEUV:NA12043	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573427	University of Geneva	ERX179530	NA19189.1.M_120209_8 extract	2013-02-21	2757	1867	2013-02-21	ERR204904	ERS185325	GEUV:NA19189	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573344	University of Geneva	ERX179642	NA19213.1.M_120209_1 extract	2013-02-21	2901	1984	2013-02-21	ERR204906	ERS185371	GEUV:NA19213	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573416	University of Geneva	ERX179680	NA12829.1.M_120209_4 extract	2012-12-05	1876	1255	2012-12-05	ERR204910	ERS185214	GEUV:NA12829	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573351	University of Geneva	ERX179666	NA19131.1.M_120209_3 extract	2013-02-21	2587	1727	2013-02-21	ERR204922	ERS185370	GEUV:NA19131	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573129	University of Geneva	ERX179696	NA12814.1.M_120209_3 extract	2012-12-05	2525	1672	2012-12-05	ERR204927	ERS185330	GEUV:NA12814	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX179649	HG00117.4.M_120208_4 extract	2013-02-22	3402	2375	2013-02-22	ERR204909	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573524	Max Planck Institute for Molecular Genetics	ERX162767	HG00360.3.M_120202_8 extract	2012-11-06	3231	2286	2012-11-06	ERR188374	ERS185399	GEUV:HG00360	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573218	Uppsala University	ERX163156	NA07037.6.M_120119_4 extract	2012-11-06	3723	2634	2012-11-06	ERR188376	ERS185431	GEUV:NA07037	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573215	Max Planck Institute for Molecular Genetics	ERX162752	NA20502.3.M_120202_4 extract	2012-11-06	3311	2271	2012-11-06	ERR188380	ERS185433	GEUV:NA20502	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573298	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163037	HG00136.4.M_120208_7 extract	2012-11-06	3906	2668	2012-11-06	ERR188383	ERS185448	GEUV:HG00136	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573353	University of Geneva	ERX163014	NA19235.1.M_111124_6 extract	2012-11-06	5025	3546	2012-11-06	ERR188390	ERS185415	GEUV:NA19235	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573325	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162741	NA20813.5.M_120131_1 extract	2012-11-07	4866	3322	2012-11-07	ERR188394	ERS185500	GEUV:NA20813	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573521	Centre for Genomic Regulation, Barcelona	ERX163081	HG00131.2.M_111215_5 extract	2012-11-07	4312	3083	2012-11-07	ERR188403	ERS185429	GEUV:HG00131	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573387	Centre for Genomic Regulation, Barcelona	ERX163102	NA20828.2.M_111216_8 extract	2012-11-07	6499	4548	2012-11-07	ERR188406	ERS185459	GEUV:NA20828	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573094	Centre for Genomic Regulation, Barcelona	ERX162968	NA20810.2.M_111215_7 extract	2012-11-07	5159	3488	2012-11-07	ERR188408	ERS185427	GEUV:NA20810	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573092	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162848	HG00243.4.M_120208_2 extract	2012-11-07	3857	2660	2012-11-07	ERR188411	ERS185501	GEUV:HG00243	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573088	University of Geneva	ERX162913	HG00324.1.M_111124_2 extract	2012-11-07	4687	3348	2012-11-07	ERR188113	ERS185428	GEUV:HG00324	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573391	Centre for Genomic Regulation, Barcelona	ERX162825	HG00119.2.M_111216_6 extract	2012-11-07	4621	3283	2012-11-07	ERR188119	ERS185402	GEUV:HG00119	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573336	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163092	HG00311.4.M_120208_6 extract	2012-11-07	3675	2612	2012-11-07	ERR188121	ERS185440	GEUV:HG00311	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573303	Max Planck Institute for Molecular Genetics	ERX162815	HG00102.3.M_120202_8 extract	2012-11-07	3021	2132	2012-11-07	ERR188416	ERS185453	GEUV:HG00102	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573287	Max Planck Institute for Molecular Genetics	ERX162917	NA19159.3.M_120223_6 extract	2012-11-07	11919	7977	2012-11-07	ERR188427	ERS185449	GEUV:NA19159	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573119	Centre for Genomic Regulation, Barcelona	ERX163016	HG00132.2.M_111215_4 extract	2012-11-07	5409	3598	2012-11-07	ERR188430	ERS185425	GEUV:HG00132	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573545	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163006	HG00103.4.M_120208_3 extract	2012-11-07	3674	2618	2012-11-07	ERR188136	ERS185490	GEUV:HG00103	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573497	Centre for Genomic Regulation, Barcelona	ERX162763	NA20812.2.M_111216_6 extract	2012-11-07	4373	3132	2012-11-07	ERR188137	ERS185450	GEUV:NA20812	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573275	Max Planck Institute for Molecular Genetics	ERX162926	NA12282.3.M_120202_7 extract	2012-11-07	2367	1656	2012-11-07	ERR188148	ERS185430	GEUV:NA12282	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573355	Leiden University Medical Center	ERX163138	HG00309.7.M_120219_7 extract	2012-11-07	8168	5489	2012-11-07	ERR188432	ERS185441	GEUV:HG00309	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573434	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162958	HG00329.5.M_120131_3 extract	2012-11-07	3366	2358	2012-11-07	ERR188439	ERS185408	GEUV:HG00329	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573319	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162885	HG00130.5.M_120131_7 extract	2012-11-07	4538	3151	2012-11-07	ERR188443	ERS185469	GEUV:HG00130	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573235	Uppsala University	ERX163080	NA19129.6.M_120217_1 extract	2012-11-07	3413	2350	2012-11-07	ERR188444	ERS185435	GEUV:NA19129	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573312	University of Geneva	ERX162978	NA12347.1.M_111124_7 extract	2012-11-07	4568	3149	2012-11-07	ERR188446	ERS185468	GEUV:NA12347	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573492	Centre for Genomic Regulation, Barcelona	ERX163131	HG00335.2.M_111216_5 extract	2012-11-07	4329	3181	2012-11-07	ERR188156	ERS185463	GEUV:HG00335	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573148	University of Geneva	ERX162865	NA18508.1.M_111124_1 extract	2012-11-07	3696	2576	2012-11-07	ERR188162	ERS185437	GEUV:NA18508	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573330	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162837	HG00174.4.M_120208_3 extract	2012-11-07	3949	2809	2012-11-07	ERR188163	ERS185491	GEUV:HG00174	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573426	University of Geneva	ERX162780	NA19149.1.M_111124_2 extract	2012-11-07	3783	2808	2012-11-07	ERR188451	ERS185457	GEUV:NA19149	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573155	Centre for Genomic Regulation, Barcelona	ERX162984	NA20529.2.M_111215_6 extract	2012-11-07	4546	3161	2012-11-07	ERR188453	ERS185422	GEUV:NA20529	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573439	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162980	NA19207.4.M_120208_5 extract	2012-11-07	4131	2894	2012-11-07	ERR188454	ERS185460	GEUV:NA19207	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
